id,Recencia,Monetizacao,Frequencia,R,F,M,Score_RFM,Segmento_RFM,Segmento de cliente,Marketing Action
13680,1953,250.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13681,1326,34.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13682,1467,2700.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13683,266,4800.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
13684,742,134.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13685,1589,160.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
13686,312,145.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
13687,1982,120.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13688,1160,145.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
13689,702,1600.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13690,797,89.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13691,1217,290.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
13692,684,120.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13693,2145,1800.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
13694,1501,1400.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
13695,2150,137.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13696,262,99.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
13697,1210,99.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13698,920,140.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13699,1842,1980.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13700,1044,70.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13701,427,2100.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
13702,1261,85.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13703,1701,1800.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
13704,1012,120.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13705,977,137.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13706,1037,1100.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13707,1543,2500.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13708,510,500.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
13709,1969,180.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13710,1217,145.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
13711,1058,430.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13712,372,120.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
13713,247,2700.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
13714,137,1500.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
13715,2073,4200.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13716,1487,3600.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13717,1084,30.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13718,932,120.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13719,1392,3300.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13720,2105,2500.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13721,1317,450.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
13722,2016,1500.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
13723,1006,2100.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
13724,938,1600.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13725,1835,30.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
13726,2167,2500.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13727,1351,3600.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13728,112,320.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
13729,432,89.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
13730,1789,3099.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13731,1607,30.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13732,1331,37.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13733,2093,139.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13734,1012,90.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13735,1723,3500.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13736,254,2300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
13737,1286,146.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
13738,1146,3300.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13739,823,145.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13740,10,500.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
13741,1646,120.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13742,1328,290.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
13743,1285,1100.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
13744,920,156.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13745,635,50.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13746,404,99.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
13747,929,34.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13748,1782,760.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
13749,1647,3600.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13750,1195,2500.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13751,1512,34.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13752,1683,300.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13753,668,1800.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13754,673,90.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13755,305,2000.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
13756,645,760.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13757,1667,4800.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13758,871,600.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13759,1868,450.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
13760,2138,99.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
13761,1025,3500.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
13762,823,679.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13763,893,1500.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13764,2131,600.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
13765,2040,90.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
13766,891,1200.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13767,557,300.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13768,508,320.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
13769,155,120.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
13770,2056,110.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13771,1769,350.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13772,83,290.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
13773,2176,230.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13774,722,43.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13775,1271,600.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
13776,1353,109.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13777,779,78.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13778,858,60.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13779,2,1100.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
13780,1741,145.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13781,1207,560.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
13782,1330,1200.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
13783,1783,450.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
13784,1142,98.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13785,1921,2800.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13786,1327,78.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13787,1516,78.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13788,1764,45.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
13789,1172,99.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13790,1477,600.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
13791,2074,99.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
13792,49,3100.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
13793,1023,250.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13794,472,30.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
13795,1880,2300.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13796,602,980.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13797,2172,320.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13798,809,109.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13799,84,43.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
13800,681,120.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13801,945,1800.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13802,986,2000.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
13803,1807,145.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13804,2138,45.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
13805,261,1500.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
13806,1713,3300.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13807,619,450.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13808,1082,400.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13809,708,230.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13810,825,1000.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13811,1160,300.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
13812,1068,145.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13813,1913,2100.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13814,1887,800.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
13815,1603,560.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
13816,216,180.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
13817,661,120.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13818,671,230.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13819,321,2500.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
13820,328,134.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
13821,676,700.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13822,258,3100.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
13823,1649,37.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
13824,1760,78.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
13825,1714,320.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13826,1339,700.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
13827,1531,1300.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
13828,733,1200.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13829,926,2500.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
13830,472,800.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
13831,147,109.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
13832,170,2100.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
13833,713,310.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13834,1287,2700.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13835,662,240.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13836,1527,300.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
13837,1515,145.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
13838,1498,1900.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13839,335,320.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
13840,1832,180.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13841,1594,1980.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13842,235,145.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
13843,740,300.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13844,98,89.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
13845,722,89.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13846,752,1300.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13847,828,56.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13848,2052,30.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
13849,1996,2500.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13850,1408,3100.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13851,944,1600.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13852,651,1300.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13853,174,180.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
13854,1620,38.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13855,123,98.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
13856,2127,1100.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
13857,1354,34.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13858,1602,500.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
13859,1181,2800.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13860,405,99.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
13861,599,1400.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13862,1240,99.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13863,1115,3199.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13864,43,176.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
13865,141,1600.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
13866,1279,145.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
13867,872,3100.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
13868,270,90.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
13869,1140,3500.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13870,1067,2900.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
13871,829,37.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13872,2048,80.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
13873,1045,500.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13874,625,145.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13875,1500,560.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
13876,1736,32.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
13877,1242,34.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13878,327,3800.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
13879,163,2500.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
13880,217,560.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
13881,2034,700.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
13882,1776,2500.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13883,194,1800.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
13884,12,156.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
13885,795,3200.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
13886,2016,2100.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13887,1456,90.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13888,1992,2500.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13889,1698,450.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
13890,709,1980.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
13891,1259,1500.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
13892,1202,240.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
13893,384,24.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
13894,954,34.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13895,80,150.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
13896,777,3500.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
13897,1894,24.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
13898,1848,145.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13899,1851,137.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13900,740,120.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13901,1219,1900.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13902,5,1400.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
13903,261,45.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
13904,1430,1090.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
13905,197,3600.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
13906,1136,600.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
13907,1180,120.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
13908,1370,1800.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
13909,1142,3500.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13910,342,560.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
13911,1786,1900.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13912,263,3100.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
13913,1870,1980.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13914,290,1500.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
13915,2020,300.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13916,641,145.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13917,1106,145.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
13918,870,98.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13919,741,24.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13920,2003,250.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13921,220,30.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
13922,709,3800.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
13923,354,120.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
13924,754,4300.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
13925,1951,1000.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
13926,1159,37.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13927,1451,198.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
13928,693,260.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13929,1299,85.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13930,16,98.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
13931,1190,145.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
13932,2125,2200.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13933,1073,450.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13934,1912,139.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13935,868,3900.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
13936,1382,310.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
13937,244,760.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
13938,1712,98.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
13939,873,700.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13940,1090,1300.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13941,1496,320.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
13942,189,34.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
13943,1525,2600.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13944,168,140.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
13945,1939,32.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
13946,1365,1870.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13947,2060,400.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13948,177,156.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
13949,2136,2300.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13950,948,37.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13951,494,3100.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
13952,920,30.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13953,1526,45.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13954,1983,3000.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13955,1985,240.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13956,538,180.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
13957,1227,1000.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
13958,77,85.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
13959,2114,98.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
13960,214,99.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
13961,39,350.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
13962,397,890.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
13963,472,90.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
13964,1487,650.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
13965,1294,99.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13966,1621,90.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13967,634,37.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13968,1874,134.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13969,178,60.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
13970,1737,1900.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13971,927,1099.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13972,1086,59.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13973,1381,2100.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13974,1195,2600.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13975,191,2100.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
13976,586,145.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
13977,63,1100.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
13978,852,37.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13979,584,679.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13980,986,1300.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13981,1742,2100.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13982,1111,59.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13983,585,98.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13984,693,90.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13985,658,56.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13986,954,1300.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13987,456,1200.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
13988,391,120.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
13989,1334,250.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
13990,13,2000.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
13991,350,56.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
13992,784,99.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
13993,1774,2600.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
13994,648,450.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
13995,2045,300.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
13996,1145,2100.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
13997,1533,34.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
13998,355,1870.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
13999,1329,1200.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
14000,993,145.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
14001,1009,120.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
14002,1395,430.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
14003,1836,1200.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14004,478,250.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
14005,1166,87.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
14006,2078,1100.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
14007,861,240.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
14008,1587,760.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
14009,1590,37.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
14010,1832,130.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
14011,1386,860.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
14012,992,980.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
14013,692,2500.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
14014,1895,90.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
